trip\01\00009.wav=Adam, @20356
trip\09\04366.wav=Grace...@1257424
trip\09\04367.wav=uhh...@1257536
trip\09\04368.wav=I forced you to marry me, didn't I.@1257728
trip\09\04369.wav=When I proposed to you, in front of your parents, on Christmas Eve, and...@1258124
trip\09\04370.wav=I knew you wouldn't be capable of saying no.@1258604
trip\09\04371.wav=Yes.@1258868
trip\09\04372.wav=uhh...@1258964
trip\09\04373.wav=Jesus...!@1259084
trip\09\04374.wav=Jesus...!@1259216
trip\09\04376.wav=I, uhh...@1259336
trip\09\04377.wav=I, uhh...@1259456
trip\09\04379.wav=More?@1259580
trip\09\04380.wav=More?@1259688
trip\09\04382.wav=Wait, @1259796
trip\09\04383.wav=Grace, there's more...@1259944
trip\09\04384.wav=Wait, @1260120
trip\09\04385.wav=Grace, there's more...@1260268
trip\09\04388.wav=I --@1260436
trip\09\04389.wav=I --@1260532
trip\09\04391.wav=What?!@1260636
trip\09\04392.wav=What?!@1260748
trip\09\04394.wav=I'm going to give you the truth too, Grace.@1260944
trip\09\04395.wav=I'm going to give you the truth too, Grace.@1261288
trip\09\04397.wav=Jesus...!@1261556
trip\09\04398.wav=Jesus...!@1261688
trip\09\04400.wav=I, uhh...@1261808
trip\09\04401.wav=I, uhh...@1261928
trip\09\04403.wav=Again?!@1262056
trip\09\04404.wav=Again?!@1262176
trip\09\04406.wav=Okay, @1262292
trip\09\04407.wav=Grace, I have one more thing to say...@1262472
trip\09\04408.wav=Okay, @1262712
trip\09\04409.wav=Grace, I have one more thing to say...@1262892
trip\09\04412.wav=This is too much!!!@1263168
trip\09\04413.wav=This is too much!!!@1263368
trip\09\04415.wav=I, uhh...@1263528
trip\09\04416.wav=I, uhh...@1263648
trip\09\04418.wav=Yeah...@1276588
trip\09\04419.wav=Yeah... yeah.@1276708
trip\09\04421.wav=It was nice to see you.@1276892
trip\09\04422.wav=It's great you could come over... really...@1277140
trip\09\04423.wav=Thanks for coming over... it, it -- it was fun.@1277488
trip\09\04424.wav=Look, we're glad you came over, but w -- why don't you just go now.@1277904
trip\09\04425.wav=Uh, it's great you came over, but it's time to call it a night.@1278384
trip\09\04427.wav=please...@1278724
trip\09\04428.wav=we'll -- we'll see you later, okay?@1278900
trip\09\04430.wav=Bye...@1279124
trip\09\04431.wav=Night...@1279236
trip\09\04432.wav=Uh, be safe, uh...@1279372
trip\09\04433.wav=Take it easy...!@1279552
trip\09\04434.wav=You were something else tonight!@1273252
trip\09\04435.wav=I cannot believe this!@1273512
trip\09\04436.wav=You really outdid yourself tonight!@1273760
trip\09\04437.wav=Me?!  What the hell were you thinking!@1274040
trip\09\04438.wav=What are you talking about?  You were worse than me!@1274368
trip\09\04440.wav=That's bullshit!  You're so out of touch with reality it sickens me!@1275252
trip\09\04442.wav=You're out of your mind -- out of your goddamn mind!@1276296
trip\09\04443.wav=Okay... look... heh heh...@1263792
trip\09\04444.wav=All -- alright... look...  @1264012
trip\09\04445.wav=We're... we're actually fine... everything's fine...@1264301
trip\09\04446.wav=Everything's fine... we're -- we're not... uhh... we're fine.@1264684
trip\09\04448.wav=I think it's -- it's okay if you -- if you... n -- need to go...@1265124
trip\09\04449.wav=If you need to go, you know, that -- that's -- that's fine...@1265580
trip\09\04451.wav=Look, @1265912
trip\09\04452.wav=You know, @1266028
trip\09\04454.wav=nothing's changed, we're fine...  we'll see you out.@1266252
trip\09\04455.wav=we're fine, nothing's changed...  we'll see you out.@1266644
trip\09\04457.wav=Come on, @1266956
trip\09\04458.wav=Come on, @1267096
trip\09\04460.wav=the evening's over... there's nothing else to say, heh...@1267308
trip\09\04461.wav=there's else nothing else to say tonight, heh...@1267708
trip\09\04463.wav=Uh, look, we'll uh... we'll see you later, or, or -- or -- or whatever.@1271028
trip\09\04464.wav=So, ah, we'll, uh, we'll -- I'll give you a buzz later, or, um, or something.@1271528
trip\09\04465.wav=Alright, so, um, we'll, we'll, we'll -- we'll see you, at some point, stay in touch, alright?@1272100
trip\09\04466.wav=Uh, come on, @1272580
trip\09\04467.wav=Uhh, @1272712
trip\09\04469.wav=just go, please...@1272844
trip\09\04470.wav=just go home, okay?@1273036
trip\09\04472.wav=And no you, you -- you don't have to be nice anymore, heh, we're -- we're fine...@1268136
trip\09\04473.wav=And there's no need to disagree or criticize us anymore...  we're fine...@1268708
trip\09\04474.wav=And there's no need to be rude anymore...  we're fine...@1269200
trip\09\04475.wav=Come out from there!@1269544
trip\09\04476.wav=No, no more need to be nice, okay?@1269788
trip\09\04477.wav=No, n -- no more need to be difficult, okay?@1270112
trip\09\04478.wav=No, no more need to be rude, okay?@1270452
trip\09\04479.wav=Please come back out here!@1270716
trip\09\04480.wav=Yes, it does change everything.@1279760
trip\09\04481.wav=Yes, it does change everything.@1280028
trip\09\04483.wav=I think it's over.@1280260
trip\09\04484.wav=I think it's over.@1280440
trip\09\04486.wav=No!!@1280596
trip\09\04487.wav=No!!@1280696
trip\09\04489.wav=It's over, Grace, can't you see that?@1280872
trip\09\04490.wav=It's over, Grace, don't you see that?@1281180
trip\09\04492.wav=I just told you something about me I should have said a long time ago@1281576
trip\09\04493.wav=I just told you something about me I should have said a long time ago@1282104
trip\09\04495.wav=I can't be married to an artist.@1282556
trip\09\04496.wav=I can't be married to an artist.@1282856
trip\09\04498.wav=and...@1283072
trip\09\04499.wav=and...@1283184
trip\10\04501.wav=but...@1283760
trip\10\04502.wav=but...@1283872
trip\10\04504.wav=I cheated on you.@1284020
trip\10\04505.wav=I cheated on you.@1284380
trip\10\04506.wav=I betrayed you.@1284556
trip\10\04508.wav=No, Grace, this is about me.  I see now it's not about you, or about our marriage.@1284892
trip\10\04509.wav=No, Grace, this is about me.  I see now it's not about you, or about our marriage.@1285496
trip\10\04511.wav=See, Grace, this is about me, as a person... and -- and about you as a person, but... @1286088
trip\10\04512.wav=See, Grace, this is about me, as a person... and about you as a person... @1286672
trip\10\04514.wav=but it's not about us, about our marriage.  I see that now...@1287188
trip\10\04515.wav=but it's not about us, about our marriage.  I see that now...@1287652
trip\10\04517.wav=I'm sorry.  Thank you, though, you really helped me.@1288072
trip\10\04518.wav=I'm sorry.  You really helped me though, so, thanks.@1288460
trip\10\04520.wav=This changes everything...@1288808
trip\10\04521.wav=This changes everything...@1289052
trip\10\04523.wav=Grace, w -- what --@1289260
trip\10\04524.wav=Grace, what --@1289436
trip\10\04526.wav=Wha... y -- you just told me --@1289628
trip\10\04527.wav=Wha... but you just said --@1289884
trip\10\04529.wav=Yes, and -- and like I said...@1290132
trip\10\04530.wav=Yes, and like I said...@1290380
trip\10\04532.wav=Grace, no, I... we...@1290580
trip\10\04533.wav=Grace, no, I... we...@1290772
trip\10\04535.wav=Me...? uh...  Our marriage...?  Hey, no, wait!@1290996
trip\10\04536.wav=Me...?  uh...  Our marriage...?  Hey, no, wait!@1291320
trip\10\04538.wav=Us...?  uh... Our marriage...?  Wha... hey, no, wait!@1291656
trip\10\04539.wav=Us...?  Our -- our marriage...?  Wha... hey, no, wait!@1292020
trip\10\04541.wav=Grace!@1292324
trip\10\04542.wav=Grace!@1292436
trip\10\04544.wav=Grace!!@1292548
trip\10\04545.wav=Grace!!@1292664
trip\10\04547.wav=Jesus Christ...@1292804
trip\10\04548.wav=Jesus Christ...@1292976
trip\10\04550.wav=I should have told her that...  @1293176
trip\10\04551.wav=I should have told her that...@1293444
trip\10\04553.wav=I -- I could have told her that...@1293708
trip\10\04554.wav=I -- I could have told her that...@1293988
trip\10\04556.wav=I just told you something about us I should have said a long time ago@1296624
trip\10\04557.wav=I just told you something about us I should have said a long time ago@1297152
trip\10\04559.wav=You just told me something about us you should have said a long time ago@1297688
trip\10\04560.wav=You just told me something about us you should have said a long time ago@1298236
trip\10\04562.wav=You've been using me as an excuse to not be an artist...@1298764
trip\10\04563.wav=You've been using me as an excuse to not be an artist...@1299224
trip\10\04565.wav=I manipulated you into marrying me...@1300772
trip\10\04566.wav=I manipulated you into marrying me...@1301108
trip\10\04568.wav=No, Grace, this isn't about you, or me, it's about us...@1301468
trip\10\04569.wav=No, Grace, this isn't about you, or me, it's about us...@1302168
trip\10\04570.wav=Our marriage.  I see that now.@1301836
trip\10\04571.wav=Our marriage.  I see that now.@1302536
trip\10\04572.wav=I'm sorry.  Thank you, though, you really helped us.@1302832
trip\10\04573.wav=I'm sorry.  You really helped us though, so, thanks.@1303220
trip\10\04575.wav=Wha... I -- I just told you --@1303560
trip\10\04576.wav=Wha... I -- I just told you --@1303812
trip\10\04578.wav=Grace, no, I... y -- you...@1304044
trip\10\04579.wav=Grace, no, I... you...@1304260
trip\10\04581.wav=And about me...@1304460
trip\10\04582.wav=And about me...@1304632
trip\10\04584.wav=No, Grace, this about me, and it's about us, but it's not about you...@1304940
trip\10\04585.wav=No, Grace, this about me, and it's about us, but it's -- it's not about you...@1305480
trip\10\04587.wav=Grace, I --@1305884
trip\10\04588.wav=Grace, I --@1306020
trip\10\04590.wav=Not about me...?  Hey, no, wait!@1306200
trip\10\04591.wav=Not about me...?  Hey, no, wait!@1306464
trip\10\04593.wav=This changes everything...@1306724
trip\10\04594.wav=This changes everything...@1306960
trip\10\04596.wav=You... you really have to be an artist...@1307228
trip\10\04597.wav=You... you really have to be an artist...@1307556
trip\10\04599.wav=You feel like you ruined everything from the start...@1308604
trip\10\04600.wav=You feel like you ruined everything from the start...@1309012
trip\10\04602.wav=I prevented you from being an artist...@1309400
trip\10\04603.wav=I prevented you from being an artist...@1309732
trip\10\04605.wav=I manipulated you into marrying me...@1310896
trip\10\04606.wav=I manipulated you into marrying me...@1311224
trip\10\04608.wav=I --@1311452
trip\10\04609.wav=I --@1311548
trip\10\04611.wav=Look, we -- we need to talk...@1311708
trip\10\04612.wav=Look, uh, we need to talk...@1311968
trip\10\04614.wav=Thanks for coming over, you... I think you helped us.@1312268
trip\10\04615.wav=Thanks for coming over, you... I think you helped us.@1312668
trip\10\04617.wav=Yeah.@1312964
trip\10\04618.wav=Yeah.@1313068
trip\10\04620.wav=we...@1313172
trip\10\04621.wav=we...@1313276
trip\10\04623.wav=Yeah.@1313380
trip\10\04624.wav=Yeah.@1313484
trip\10\04626.wav=Bye.  Thanks.@1313604
trip\10\04627.wav=Bye.  Thanks.@1313756
trip\10\04629.wav=And no, @1294220
trip\10\04630.wav=uhh, hold on...@1294360
trip\10\04631.wav=And no, @1294524
trip\10\04632.wav=please...@1294644
trip\10\04633.wav=And no, @1294776
trip\10\04634.wav=enough of that already...@1294952
trip\10\04635.wav=Don't hide in there!@1295172
trip\10\04636.wav=And no, @1295348
trip\10\04637.wav=please, it's -- it's okay...@1295512
trip\10\04638.wav=And no, @1295720
trip\10\04639.wav=no more!@1295856
trip\10\04640.wav=And no, @1295992
trip\10\04641.wav=enough!@1296116
trip\10\04642.wav=Please come back out here!@1296272
trip\10\04643.wav=And no, @1313904
trip\10\04644.wav=you don't need to say anything more...@1314104
trip\10\04645.wav=And no, @1314360
trip\10\04646.wav=please...@1314480
trip\10\04647.wav=And no, @1314612
trip\10\04648.wav=enough of that already...@1314788
trip\10\04649.wav=Please don't hide!@1315000
trip\10\04650.wav=And no, @1315168
trip\10\04651.wav=please, it's okay...@1315320
trip\10\04652.wav=And no, @1315496
trip\10\04653.wav=no more of that...@1315652
trip\10\04654.wav=And no, @1315828
trip\10\04655.wav=enough!@1315952
trip\10\04656.wav=Please come back out here!@1316108
trip\10\04657.wav=I'm afraid of being poor.@1283340
trip\10\04658.wav=I'm afraid of being poor.@1283572
trip\10\04659.wav=You think I'm phony for hating my parents, and wishing they were like yours.@1299692
trip\10\04660.wav=You think I'm phony for hating my parents, and -- and wishing they were like yours.@1300252
trip\10\04661.wav=You... you're telling me I've controlled you.@1307884
trip\10\04662.wav=You... you're telling me I've controlled you.@1308228
trip\10\04663.wav=You think I'm a phony for despising my upbringing...@1310076
trip\10\04664.wav=You -- you think I'm a phony for despising my upbringing...@1310480
trip\10\04665.wav=Grace... @1249696
trip\10\04666.wav=I'm -- I'm just... af -- afraid of... of being poor.@1249908
trip\10\04667.wav=It never feels like enough!@1250256
trip\10\04668.wav=As a kid... it -- it was...@1250492
trip\10\04669.wav=My family was always on the edge.@1250764
trip\10\04670.wav=We even spent six months in a shelter once. @1251096
trip\10\04671.wav=All of this stuff...@1251392
trip\10\04672.wav=Is a kind of protection from that ever happening again.  @1251684
trip\10\04673.wav=uhh...@1251992
trip\10\04674.wav=uhh...@1252096
trip\10\04675.wav=Grace...@1252208
trip\10\04676.wav=See... @1252324
trip\10\04677.wav=I'm... @1252436
trip\10\04678.wav=ashamed of my parents. @1252604
trip\10\04679.wav=I know, I know. But compared to yours... they're so ... ignorant.@1252900
trip\10\04680.wav=I've tried hard to be like your family --@1253332
trip\10\04681.wav=But I feel like a phony.@1253632
trip\10\04682.wav=I feel like I can never get rid of my past.@1253916
trip\10\04683.wav=It's kind of like I don't know who I am anymore.@1254280
trip\10\04684.wav=uhh...@1248824
trip\10\04685.wav=Dominate you...?  What?  I don't --@1248992
trip\10\04686.wav=But Grace --@1249232
trip\10\04687.wav=Oh, come on, don't --@1249396
trip\10\04688.wav=Jesus...@1249576
trip\10\04689.wav=What?  What -- what are you saying to me?  What?@1316380
trip\10\04690.wav=Huh?  What are you saying to me?@1316708
trip\10\04691.wav=What, what -- what are you saying?@1316976
trip\10\04692.wav=What, what's that, what are you saying, what?@1317280
trip\10\04693.wav=Huh?  What, what -- what was that?@1317600
trip\10\04694.wav=What?  I -- w - what are you saying to me, what?@1317900
trip\10\04695.wav=Huh?  What is this you're saying?@1318228
trip\10\04696.wav=Are -- what, w - what are you saying me, what?@1318520
trip\10\04697.wav=What, what's that, what?@1318832
trip\10\04698.wav=Huh?  What?  I don't -- what - what are you saying to me?@1319108
