grace\01\00009.wav=Adam, @14316
grace\08\03890.wav=suggesting that Trip is cheating on me...@1101072
grace\08\03891.wav=suggesting that I'm cheating on Trip...@1101400
grace\08\03892.wav=suggesting that Trip is cheating on me...@1101728
grace\08\03893.wav=suggesting that I hate my parents...@1102060
grace\08\03894.wav=suggesting that I hate Trip's parents...@1102380
grace\08\03895.wav=suggesting that Trip hates my parents...@1102720
grace\08\03896.wav=suggesting that Trip hates his parents...@1103060
grace\08\03897.wav=but especially what you said about listening too much to your spouse...@1103472
grace\08\03898.wav=but especially what you said about wanting more than your spouse...@1103996
grace\08\03899.wav=but especially what you said about having other things in your life...@1104496
grace\08\03900.wav=but especially what you said about a spouse not being true to their self...@1105032
grace\08\03901.wav=but especially what you said about trying to make your spouse better...@1105572
grace\08\03902.wav=but especially what you said about hiding things from your spouse...@1106088
grace\08\03903.wav=but especially what you said about helping out your spouse...@1106580
grace\08\03904.wav=but especially what you said about trusting your spouse...@1107040
grace\08\03905.wav=but especially what you said about flirting when you're married...@1107500
grace\08\03906.wav=but especially what you said about forgiving and forgetting...@1107984
grace\08\03907.wav=and what you said about listening too much to your spouse... @1108456
grace\08\03908.wav=and what you said about wanting more than your spouse... @1108916
grace\08\03909.wav=and what you said about having other things in your life... @1109352
grace\08\03910.wav=and what you said about a spouse not being their true self... @1109816
grace\08\03911.wav=and what you said about trying to make your spouse better... @1110280
grace\08\03912.wav=and what you said about hiding things from your spouse... @1110732
grace\08\03913.wav=and what you said about helping out your spouse... @1111160
grace\08\03914.wav=and what you said about trusting your spouse... @1111556
grace\08\03915.wav=and what you said about flirting when you're married... @1111952
grace\08\03916.wav=and what you said about forgiving and forgetting... @1112372
grace\08\03917.wav=and you don't even say 'yes' when I ask you if you want the truth...@1112824
grace\08\03918.wav=that it's all supposed to make me realize something about myself?@1113344
grace\08\03919.wav=that all that is supposed to help me understand something about myself?@1113872
grace\08\03920.wav=that I'm supposed to realize something about myself from all that?@1114404
grace\08\03921.wav=that we'll somehow realize something about our marriage?@1114876
grace\08\03922.wav=that all that is supposed to help us realize something about us?@1115340
grace\08\03923.wav=that we're supposed to now understand something about ourselves from all that?@1115872
grace\08\03924.wav=No,  @1116268
grace\08\03925.wav=Wait,  @1116376
grace\08\03926.wav=let me finish!@1116520
grace\08\03927.wav=let me finish!@1116692
grace\08\03928.wav=Is what you've said tonight supposed to add up somehow, to something?@1116980
grace\08\03929.wav=Is all of that arguing intended to mean something, or...@1117472
grace\08\03930.wav=Is it supposed to add up to something meaningful, or... what?@1117912
grace\08\03931.wav=Is what little you've said tonight supposed to add up somehow to something?@1118408
grace\08\03932.wav=Was the little you've said tonight intended to mean something, or...@1118948
grace\08\03933.wav=Is the little you've said tonight supposed to add up to something meaningful, or... what?@1119500
grace\08\03934.wav=Is it?  I just want a yes or a no.@1120028
grace\08\03935.wav=Is it?  Just give me a yes or a no.@1120336
grace\08\03936.wav=This is not a trick question.@1120628
grace\08\03937.wav=Okay.@1120832
grace\08\03938.wav=Right.@1120940
grace\08\03939.wav=Alright.@1121060
grace\08\03940.wav=No?  Oh, well... I'm surprised you say that, I thought it did. @1121284
grace\08\03941.wav=No?  Oh... I'm surprised, I would have said yes, it did mean something.@1121752
grace\08\03942.wav=No?  Huh, well, I thought it did add up to something, actually.@1122248
grace\08\03943.wav=No, @1122584
grace\08\03944.wav=No, @1122684
grace\08\03945.wav=I just want a yes or no.@1122844
grace\08\03946.wav=just give me a yes or a no.@1123088
grace\08\03947.wav=No, no, it doesn't add up to anything.@1123364
grace\08\03948.wav=No, no, actually it doesn't add up to anything.@1123716
grace\08\03949.wav=No, no, it doesn't actually add up to anything.@1124104
grace\08\03950.wav=No, of course not.  It doesn't add up to anything.@1124488
grace\08\03951.wav=No, you're right, it doesn't add up to anything.@1124872
grace\08\03952.wav=No, no, of course, it doesn't add up to anything.@1125256
grace\08\03953.wav=See, you haven't told me anything I didn't already know.@1125676
grace\08\03954.wav=So, you see, you haven't told me anything I didn't already know.@1126140
grace\08\03955.wav=I guess you didn't tell me anything I didn't already know.@1126628
grace\08\03956.wav=Yes...!@1126948
grace\08\03957.wav=Yes...!@1127064
grace\08\03958.wav=Trip!@1127180
grace\08\03959.wav=Trip!@1127288
grace\08\03960.wav=don't leave yet!@1127424
grace\08\03961.wav=don't leave now!@1127600
grace\08\03962.wav=come back here!  Are you ready for that?@1127828
grace\08\03963.wav=Get over here!  Yes or no?@1128120
grace\08\03964.wav=Don't run away!@1128340
grace\08\03965.wav=Come back here!@1128508
grace\08\03966.wav=Don't try to hide!@1128684
grace\08\03967.wav=Don't try to hide!@1128872
grace\08\03968.wav=I painted this.@1129060
grace\08\03969.wav=I am an artist, Trip, fuck you.@1129272
grace\08\03970.wav=Everytime you go on a goddamn business trip, I paint.@1129604
grace\08\03971.wav=So don't EVER give me any more of your 'you could never be an artist' crap!!@1130072
grace\08\03972.wav=uhh...@1130456
grace\08\03973.wav=What?@1130568
grace\08\03974.wav=But Trip --@1130688
grace\08\03975.wav=Uhh...@1130812
grace\08\03976.wav=uhh...@1130916
grace\08\03977.wav=Trip, I --@1131032
grace\08\03978.wav=I let you stop me from being an artist.@1131252
grace\08\03979.wav=I was afraid, Trip okay?@1131540
grace\08\03980.wav=I -- I admit it.@1131748
grace\08\03981.wav=I didn't know if -- if I could do it, be a real artist...@1132020
grace\08\03982.wav=And I've been using you as an excuse for why I didn't do it.@1132488
grace\08\03984.wav=Trip...@1137720
grace\08\03985.wav=uhh...@1137828
grace\08\03986.wav=In college...@1137956
grace\08\03987.wav=I was in love with someone else.@1138168
grace\08\03988.wav=An art major, named Vince. @1138436
grace\08\03989.wav=And...@1138632
grace\08\03990.wav=And I slept with him.@1138784
grace\08\03991.wav=The night before you proposed to me.@1139032
grace\08\03992.wav=I jinxed our marriage, Trip.@1139312
grace\08\03993.wav=I jinxed it.  I'm sorry.@1139552
grace\08\03994.wav=This is all my fault.@1139776
grace\08\03995.wav=Oh my God.@1139960
grace\08\03996.wav=But how could you --@1140112
grace\08\03997.wav=Maria.@1140280
grace\08\03998.wav=uhh...@1140384
grace\08\03999.wav=You manipulated me.@1140548
grace\08\04000.wav=And I never did anything about it.@1140784
grace\09\04001.wav=And here we are.@1141032
grace\09\04002.wav=uhh...@1141176
grace\09\04003.wav=Oh my God...!@1141300
grace\09\04004.wav=Oh my God...!@1141452
grace\09\04006.wav=I, uhh...@1141588
grace\09\04007.wav=I, uhh...@1141709
grace\09\04009.wav=Wait, @1141832
grace\09\04010.wav=Trip, there's more...@1141980
grace\09\04011.wav=Wait, @1142152
grace\09\04012.wav=Trip, there's more...@1142300
grace\09\04015.wav=More?@1142472
grace\09\04016.wav=More?@1142580
grace\09\04018.wav=I'm going to give you the truth too, Trip.@1142772
grace\09\04019.wav=I'm going to give you the truth too, Trip.@1143112
grace\09\04021.wav=I --@1143360
grace\09\04022.wav=I --@1143456
grace\09\04024.wav=What?!@1143560
grace\09\04025.wav=What?!@1143672
grace\09\04027.wav=Oh my God...!@1143796
grace\09\04028.wav=Oh my God...!@1143948
grace\09\04030.wav=I, uhh...@1144084
grace\09\04031.wav=I, uhh...@1144204
grace\09\04033.wav=Okay, @1144328
grace\09\04034.wav=Trip, I have one more thing to say...@1144508
grace\09\04035.wav=Okay, @1144744
grace\09\04036.wav=Trip, I have one more thing to say...@1144924
grace\09\04039.wav=Again?!@1145164
grace\09\04040.wav=Again?!@1145284
grace\09\04042.wav=This is too much!!!@1145436
grace\09\04043.wav=This is too much!!!@1145636
grace\09\04045.wav=I, uhh...@1145796
grace\09\04046.wav=I, uhh...@1145916
grace\09\04048.wav=Okay... look...  @1146052
grace\09\04049.wav=Alright... look...  @1146228
grace\09\04050.wav=We're... we're actually fine... everything's fine...@1146496
grace\09\04051.wav=Everything's fine, we're not... uhh... we're fine...@1146876
grace\09\04053.wav=I -- I think it's okay if you... need to go...@1147252
grace\09\04054.wav=If -- if you need to go, you -- you know, that's fine...@1147624
grace\09\04056.wav=Look, @1147936
grace\09\04057.wav=You know, @1148052
grace\09\04059.wav=nothing's changed, we're fine...  we'll see you out.@1148276
grace\09\04060.wav=we're fine, nothing's changed...  we'll see you out.@1148668
grace\09\04062.wav=Come on, @1148972
grace\09\04063.wav=Come on, @1149104
grace\09\04065.wav=the evening's over... there's nothing more to say...@1149320
grace\09\04066.wav=there's nothing more to say tonight, okay?@1149704
grace\09\04068.wav=Look, we'll see you... we -- we'll see you later, or -- or something.@1152888
grace\09\04069.wav=So we'll... we'll call you later, or something.@1153340
grace\09\04070.wav=Alright, so, so we'll see you sometime, don't -- don't be a stranger.@1153764
grace\09\04071.wav=Come on, @1154144
grace\09\04072.wav=Oh,@1154260
grace\09\04074.wav=just go, please...@1154384
grace\09\04075.wav=just go home, okay?@1154576
grace\09\04077.wav=How could you say all that to me?@1154796
grace\09\04078.wav=How could you speak to me that way?@1155080
grace\09\04080.wav=This isn't about me, this is all your problems!@1155652
grace\09\04081.wav=You have so many problems I don't even know what to do!@1156052
grace\09\04082.wav=Have you ever thought to consider my feelings for once?@1156472
grace\09\04083.wav=Yeah...@1156776
grace\09\04084.wav=Yeah... yeah.@1156896
grace\09\04086.wav=It was nice to see you.@1157080
grace\09\04087.wav=It -- it's wonderful you could come over, heh heh.@1157344
grace\09\04088.wav=Thank for you coming over, it was... nice.@1157708
grace\09\04089.wav=Look, we're glad you came over, but why don't you just go now.@1158100
grace\09\04090.wav=Uh, it -- it's nice that you came over, but it's time to say goodnight.@1158576
grace\09\04092.wav=please...@1158948
grace\09\04093.wav=we'll see you later, okay?@1159112
grace\09\04095.wav=Bye...@1159300
grace\09\04096.wav=Good night...@1159424
grace\09\04097.wav=Be safe...@1159572
grace\09\04098.wav=Nice seeing you...@1159720
grace\09\04099.wav=And no you don't have to be nice anymore, we're -- we're fine...@1150088
grace\09\04100.wav=And there's no need to disagree or criticize us anymore...  we're fine...@1150592
grace\09\04101.wav=And there's no need to be rude anymore...  we're fine...@1151084
grace\09\04102.wav=Come out from there!@1151428
grace\09\04103.wav=No, no more need to be nice, okay?@1151672
grace\09\04104.wav=No, no more need to be difficult, okay?@1151992
grace\09\04105.wav=No, no more need to be rude, okay?@1152312
grace\09\04106.wav=Please come back out here!@1152576
grace\09\04107.wav=This changes everything...@1159924
grace\09\04108.wav=This changes everything...@1160160
grace\09\04110.wav=Trip, what --@1160364
grace\09\04111.wav=Trip, what --@1160516
grace\09\04113.wav=Wha... You just told me --@1160700
grace\09\04114.wav=Wha... b -- but you just said --@1160940
grace\09\04116.wav=Yes, and like I said...@1161196
grace\09\04117.wav=Yes, and like I said...@1161416
grace\09\04119.wav=I am an artist -- but you can't see that.@1161692
grace\09\04120.wav=I am an artist -- but y -- you can't see that.@1162044
grace\09\04122.wav=and...@1162316
grace\09\04123.wav=and...@1162428
grace\09\04125.wav=but...@1163244
grace\09\04126.wav=but...@1163356
grace\09\04128.wav=I ruined everything from the start.@1163548
grace\09\04129.wav=I ruined everything from the start.@1163856
grace\09\04131.wav=Trip, no, I... we...@1164104
grace\09\04132.wav=Trip, no, I... we...@1164292
grace\09\04134.wav=Me...?  Our -- our marriage...?  Hey, no, wait!@1164516
grace\09\04135.wav=Me...?  Our -- our marriage...?  Hey, no, wait!@1164848
grace\09\04137.wav=Us...?  Our -- our marriage...?  Hey, no, wait!@1165180
grace\09\04138.wav=Us...?  Our marriage...?  What?  No, wait!@1165512
grace\09\04140.wav=Trip!@1165768
grace\09\04141.wav=Trip!@1165876
grace\09\04143.wav=Trip!!@1165984
grace\09\04144.wav=Trip!!@1166096
grace\09\04146.wav=Oh my God...@1166220
grace\09\04147.wav=Oh my God...@1166368
grace\09\04149.wav=I should have told him that I...  @1166564
grace\09\04150.wav=I should have told him that...@1166844
grace\09\04152.wav=I could have told him that...@1167108
grace\09\04153.wav=I -- I could have told him that...@1167372
grace\09\04155.wav=Yes, it does change everything.@1167652
grace\09\04156.wav=Yes, it does change everything.@1167920
grace\09\04158.wav=I think it's over.@1168152
grace\09\04159.wav=I think it's over.@1168332
grace\09\04161.wav=No!!@1168488
grace\09\04162.wav=No!!@1168588
grace\09\04164.wav=It's over, Trip, don't you see that?@1168764
grace\09\04165.wav=It's over, Trip, don't you see that?@1169068
grace\09\04167.wav=I just told you something about me I should have said a long time ago@1169460
grace\09\04168.wav=I just told you something about me I should have said a long time ago@1169988
grace\09\04170.wav=No, Trip, this is about me.  I see now it's not about you, or about our marriage.@1170544
grace\09\04171.wav=No, Trip, this is about me.  I see now it's not about you, or about our marriage.@1171144
grace\09\04173.wav=See, Trip, this is about me, as a person... and about you as a person... but it's --@1171732
grace\09\04174.wav=See, Trip, this is about me, as a person... and about you as a person, but it's not about us... @1172780
